WO ref,PROCESS,PART #,PART DESCRIPT,CUSTOMER,HOURS O/S,OP #,OP DESCRIPT,REQ'D DATE,PERIOD
58832/1.01,CNC ROUTERS,MP/SOI1/AF2722,COVER UMB TERM. AF2722 iss 0,SOIL MACHINE DYNAMICS LIMITED,6.25,20,CNC ROUTER,24/02/2021,
1075,MILLING,MP/CLY6/IS24835,"PACKING SET FOR PS TYPE SOOTBLOWERS, CARBON FILLED PTFE, DRG IS_24835  REV A (NOW SPLIT)",,1,40,MILL (single 45 degree split),25/02/2021,
58492/1.01,TURNING,MP/WAL3/01-00113X02,01-00113X02 Rev 00   SSPA SIDE PLATE SPACER (PEEK 30% GLASS FILLED),WALKER PRECISION ENGINEERING Ltd,13.92,30,TURN,25/02/2021,
58692/1.01,PRESS/SEALING,GR/KEN1/P004136,"GRAPHITE RINGS TO DRG P004136 REV D, 21.95 x 19.05 x 4.6mm",SWAGELOK LIMITED,6.6,20,PRESS/SEALING,25/02/2021,
58700/1.01,MILLING,MP/PER1/1448-DET,"SPACER RACK - 30 DEG, DRG 1448-DET ISS 2, NATURAL",FORUM ENERGY TECHNOLOGIES (UK) LTD,3.33,50,MILL,25/02/2021,
58700/1.01,MILLING,MP/PER1/1448-DET,"SPACER RACK - 30 DEG, DRG 1448-DET ISS 2, NATURAL",FORUM ENERGY TECHNOLOGIES (UK) LTD,0.5,40,MANUFACTURE OF JIG OR FIXTURE,25/02/2021,
58700/1.01,MILLING,MP/PER1/1448-DET,"SPACER RACK - 30 DEG, DRG 1448-DET ISS 2, NATURAL",FORUM ENERGY TECHNOLOGIES (UK) LTD,4.08,30,MILL,25/02/2021,
58700/6.01,MILLING,MP/PER1/2511-DET,"COMP BODY - 50cc-SPE250, 2511-DET REV 3",FORUM ENERGY TECHNOLOGIES (UK) LTD,4.33,50,MILL,25/02/2021,
58712/4.01,TURNING,MP/DIV1/SRV1031022112S1,"SRV1031022112S1 REV R01   AFT CAMERA SPACER (ACETAL, BLACK)",JFD LIMITED,1.22,20,TURN,25/02/2021,
58712/5.01,MILLING,MP/DIV1/SRV1031022293S1,"SRV1031022293S1 REV R00   FABRICATION, ALTIMETER CLAMP BASE (ACETAL, BLACK)",JFD LIMITED,2.1,20,MILL,25/02/2021,
58712/6.01,MILLING,MP/DIV1/SRV1031022294S1,"SRV1031022294S1 REV R00   FABRICATION, ALTIMETER CLAMP TOP (ACETAL, BLACK)",JFD LIMITED,2,20,MILL,25/02/2021,
58712/7.01,TURNING,MP/DIV1/SRV1031032064S1,"SRV1031032064S1 REV R00   FABRICATION, PACKER, 3MM THK, SKIRT FLOOR (ACETAL, BLACK)",JFD LIMITED,0.95,20,TURN,25/02/2021,
58712/8.01,MILLING,MP/DIV1/SRV1031122108S1,"SRV1031122108S1 REV R00   FABRICATION, RETAINER GUIDE (ACETAL, BLACK)",JFD LIMITED,2.25,20,MILL,25/02/2021,
58720/1.01,TURNING,MP/MET3/532-461,"532-461 REV A   SPACER, SLEEVE, 12.4mm OD, 55,4mm MuL (PEEK 450G)",METROL TECHNOLOGY LIMITED,5.25,20,TURN,25/02/2021,
58720/1.01,MILLING,MP/MET3/532-461,"532-461 REV A   SPACER, SLEEVE, 12.4mm OD, 55,4mm MuL (PEEK 450G)",METROL TECHNOLOGY LIMITED,2.42,30,MILL,25/02/2021,
58725/1.01,TURNING,MP/DIV1/DB5003928,"ADAPTOR, BLANKING, LEE JET, TTK, COBRA  DB5003928  Rev R01",JFD LIMITED,2.92,20,TURN,25/02/2021,
58731/1.01,TURNING,MP/BRO2/FILLER_NOZZLE/COLOUR/110LG/9.2dia,"FILLER NOZZLE L-HAND THREAD 
110 LONG, 9.2 dia NOZZLE (MATERIAL YELLOW ACETAL)",BROXBURN BOTTLERS,1.67,30,TURN,25/02/2021,
58731/1.01,TURNING,MP/BRO2/FILLER_NOZZLE/COLOUR/110LG/9.2dia,"FILLER NOZZLE L-HAND THREAD 
110 LONG, 9.2 dia NOZZLE (MATERIAL YELLOW ACETAL)",BROXBURN BOTTLERS,2.17,40,TURN THREAD LH,25/02/2021,
58731/1.01,TURNING,MP/BRO2/FILLER_NOZZLE/COLOUR/110LG/9.2dia,"FILLER NOZZLE L-HAND THREAD 
110 LONG, 9.2 dia NOZZLE (MATERIAL YELLOW ACETAL)",BROXBURN BOTTLERS,0.25,50,SPLIT BUSH,25/02/2021,
58731/1.01,TURNING,MP/BRO2/FILLER_NOZZLE/COLOUR/110LG/9.2dia,"FILLER NOZZLE L-HAND THREAD 
110 LONG, 9.2 dia NOZZLE (MATERIAL YELLOW ACETAL)",BROXBURN BOTTLERS,2.67,20,TURN,25/02/2021,
58731/2.01,TURNING,MP/BRO2/FILLER_NOZZLE/WHITE/110LG/7dia,"FILLER NOZZLE L-HAND THREAD 
110 LONG, 7 dia NOZZLE (MATERIAL RED ACETAL)

(NO CROSS-DRILLED HOLE)
",BROXBURN BOTTLERS,2.67,20,TURN,25/02/2021,
58731/2.01,TURNING,MP/BRO2/FILLER_NOZZLE/WHITE/110LG/7dia,"FILLER NOZZLE L-HAND THREAD 
110 LONG, 7 dia NOZZLE (MATERIAL RED ACETAL)

(NO CROSS-DRILLED HOLE)
",BROXBURN BOTTLERS,1.67,30,TURN,25/02/2021,
58731/2.01,TURNING,MP/BRO2/FILLER_NOZZLE/WHITE/110LG/7dia,"FILLER NOZZLE L-HAND THREAD 
110 LONG, 7 dia NOZZLE (MATERIAL RED ACETAL)

(NO CROSS-DRILLED HOLE)
",BROXBURN BOTTLERS,2.17,40,TURN THREAD LH,25/02/2021,
58731/2.01,TURNING,MP/BRO2/FILLER_NOZZLE/WHITE/110LG/7dia,"FILLER NOZZLE L-HAND THREAD 
110 LONG, 7 dia NOZZLE (MATERIAL RED ACETAL)

(NO CROSS-DRILLED HOLE)
",BROXBURN BOTTLERS,0.25,50,SPLIT BUSH,25/02/2021,
58738/1.01,TURNING,MP/RED3/6091 09,6091 09 REV A CYLINDER CLEVIS SPACER (BLACK CAST NYLON6),REDBRIDGE ENGINEERING,0.95,20,TURN,25/02/2021,
58738/2.01,TURNING,MP/RED3/6091 16,6091 16 REV A  CLEVIS SHIELD (BLACK CAST NYLON6),REDBRIDGE ENGINEERING,1.08,20,TURN,25/02/2021,
58752/1.01,TURNING,MP/OTA1/W-18-296,W-18-296  FRONT ENDCAP - EAGLE IP Z/300 (BLUE ACETAL),OTAQ OFFSHORE LIMITED,0.42,30,TURN,25/02/2021,
58752/1.01,TURNING,MP/OTA1/W-18-296,W-18-296  FRONT ENDCAP - EAGLE IP Z/300 (BLUE ACETAL),OTAQ OFFSHORE LIMITED,1.75,20,TURN,25/02/2021,
58783/3.01,TURNING,MP/CRE1/CRE-MC3301-MDT,CRE-MC3301-MDT REV 04   SIZE 'A' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,17.5,20,TURN,25/02/2021,
58783/3.01,TURNING,MP/CRE1/CRE-MC3301-MDT,CRE-MC3301-MDT REV 04   SIZE 'A' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,0.5,30,MANUFACTURE OF JIG OR FIXTURE,25/02/2021,
58797/1.01,MANUAL MACHINING,MP/ALS1/MMID-2R2036-1,MMID-2R2036-1 REV 1   GLASTIC SUPPORT CHANNEL,GE ENERGY POWER CONVERSION LTD,6,30,"SAW, DRILL, C'SINK, SLOT",25/02/2021,
58797/2.01,MANUAL MACHINING,MP/ALS1/MMID-2R2036-2,MMID-2R2036-2 REV 1   GLASTIC SUPPORT CHANNEL,GE ENERGY POWER CONVERSION LTD,6,30,"SAW, DRILL, C'SINK, SLOT",25/02/2021,
58843/1.01,TURNING,MP/CRE1/CRE-IC1426-MDT,CRE-IC1426-MDT REV B   INSERT SIZE 'B' FEMALE - 4 WAY TYPE 2 (FROM SIZE B BILLET),C R ENCAPSULATION LIMITED,1.33,20,TURN,25/02/2021,
58843/1.01,MILLING,MP/CRE1/CRE-IC1426-MDT,CRE-IC1426-MDT REV B   INSERT SIZE 'B' FEMALE - 4 WAY TYPE 2 (FROM SIZE B BILLET),C R ENCAPSULATION LIMITED,1.08,30,MILL,25/02/2021,
58843/2.01,TURNING,MP/CRE1/CRE-IC1042-MDT,CRE-IC1042-MDT  Rev C   SIZE 'A' HYBRID INSERT MALE 7 WAY (EPOXY),C R ENCAPSULATION LIMITED,1.25,20,TURN,25/02/2021,
58843/2.01,MILLING,MP/CRE1/CRE-IC1042-MDT,CRE-IC1042-MDT  Rev C   SIZE 'A' HYBRID INSERT MALE 7 WAY (EPOXY),C R ENCAPSULATION LIMITED,1.44,30,DRILLING,25/02/2021,
58705/1.01,MILLING,MP/ALE2/RQ-ICD-00637,"RQ-ICD-00637 REV 02   PENDANT MASTER CONTROLLER, BASE (ACETAL - BLACK)",ALERON SUBSEA LIMITED,5.5,20,MILL,26/02/2021,
58705/1.01,MILLING,MP/ALE2/RQ-ICD-00637,"RQ-ICD-00637 REV 02   PENDANT MASTER CONTROLLER, BASE (ACETAL - BLACK)",ALERON SUBSEA LIMITED,0.75,30,MANUFACTURE OF JIG OR FIXTURE,26/02/2021,
58720/1.01,MILLING,MP/MET3/532-461,"532-461 REV A   SPACER, SLEEVE, 12.4mm OD, 55,4mm MuL (PEEK 450G)",METROL TECHNOLOGY LIMITED,1.92,40,ENGRAVE,26/02/2021,
58720/1.01,MILLING,MP/MET3/532-461,"532-461 REV A   SPACER, SLEEVE, 12.4mm OD, 55,4mm MuL (PEEK 450G)",METROL TECHNOLOGY LIMITED,2.58,50,MILL,26/02/2021,
58731/1.01,MILLING,MP/BRO2/FILLER_NOZZLE/COLOUR/110LG/9.2dia,"FILLER NOZZLE L-HAND THREAD 
110 LONG, 9.2 dia NOZZLE (MATERIAL YELLOW ACETAL)",BROXBURN BOTTLERS,4.08,60,MILL PTG ANGLED ,26/02/2021,
58731/2.01,MILLING,MP/BRO2/FILLER_NOZZLE/WHITE/110LG/7dia,"FILLER NOZZLE L-HAND THREAD 
110 LONG, 7 dia NOZZLE (MATERIAL RED ACETAL)

(NO CROSS-DRILLED HOLE)
",BROXBURN BOTTLERS,4.08,60,MILL PTG ANGLED ,26/02/2021,
58737/1.01,MILLING,MP/COD1/DP0093-ME-57-DT,"DP0093-ME-57-DT ISS 01, NYLON LIFTING HANDLE (NATURAL NYLON6) - ITEM CODE HW0000808",CODA OCTOPUS PRODUCTS LTD,9,20,MILL,26/02/2021,
58737/2.01,MILLING,MP/COD1/DP0093-ME-56-DT,"DP0093-ME-56-DT ISS 01, SUPPORT PROTECTION SKID (NATURAL NYLON6G) - ITEM CODE HW0000807",CODA OCTOPUS PRODUCTS LTD,6,20,MILL,26/02/2021,
58737/3.01,MILLING,MP/COD1/DP0093-ME-60-DT,"DP0093-ME-60-DT ISS 01, ANGLED LIFTING HANDLE(NATURAL NYLON6)- ITEM CODE HW0000811",CODA OCTOPUS PRODUCTS LTD,21.5,20,"
MILL",26/02/2021,
58737/4.01,MILLING,MP/COD1/DP0093-ME-59-DT,DP0093-ME-59-DT ISSS 01 BASE PROTECTION SKID (NATURAL NYLON6G) - ITEM CODE HW0000810,CODA OCTOPUS PRODUCTS LTD,6,20,MILL,26/02/2021,
58737/5.01,MILLING,MP/COD1/DP0093-ME-55-DT,DP0093-ME-55-DT ISS 01 REAR BASE SKID(NATURAL NYLON 6G) - ITEM CODE HW0000806,CODA OCTOPUS PRODUCTS LTD,4.75,20,MILL,26/02/2021,
58752/1.01,MILLING,MP/OTA1/W-18-296,W-18-296  FRONT ENDCAP - EAGLE IP Z/300 (BLUE ACETAL),OTAQ OFFSHORE LIMITED,3.25,40,MILL,26/02/2021,
58752/1.01,MILLING,MP/OTA1/W-18-296,W-18-296  FRONT ENDCAP - EAGLE IP Z/300 (BLUE ACETAL),OTAQ OFFSHORE LIMITED,1.33,50,MILL,26/02/2021,
58752/2.01,MILLING,MP/OTA1/W-18-297,W-18-297  END CAP EAGLE IP Z/300 (BLUEACETAL),OTAQ OFFSHORE LIMITED,2.08,40,MILL,26/02/2021,
58752/2.01,TURNING,MP/OTA1/W-18-297,W-18-297  END CAP EAGLE IP Z/300 (BLUEACETAL),OTAQ OFFSHORE LIMITED,0.42,30,TURN,26/02/2021,
58752/2.01,TURNING,MP/OTA1/W-18-297,W-18-297  END CAP EAGLE IP Z/300 (BLUEACETAL),OTAQ OFFSHORE LIMITED,1.75,20,TURN,26/02/2021,
58752/3.01,MILLING,MP/OTA1/W-18-298,W-18-298 BODYTUBE EAGLE IP Z/300 (BLUE ACETAL),OTAQ OFFSHORE LIMITED,2.33,40,MILL,26/02/2021,
58752/3.01,TURNING,MP/OTA1/W-18-298,W-18-298 BODYTUBE EAGLE IP Z/300 (BLUE ACETAL),OTAQ OFFSHORE LIMITED,0.42,30,TURN,26/02/2021,
58752/3.01,TURNING,MP/OTA1/W-18-298,W-18-298 BODYTUBE EAGLE IP Z/300 (BLUE ACETAL),OTAQ OFFSHORE LIMITED,2.17,20,TURN,26/02/2021,
58752/4.01,MILLING,MP/OTA1/W-18-299,W-18-299  LENS HOLDER EAGLE IP Z/300  (BLUE ACETAL),OTAQ OFFSHORE LIMITED,0.83,30,MILL,26/02/2021,
58752/4.01,TURNING,MP/OTA1/W-18-299,W-18-299  LENS HOLDER EAGLE IP Z/300  (BLUE ACETAL),OTAQ OFFSHORE LIMITED,1.42,20,TURN,26/02/2021,
58758/1.01,PRESS/SEALING,GR/KEN1/P900973,"GRAPHITE RING, 23.30mm x 20.95mm x 2.15mm, DENSITY 1.6g/cc  P900973 REV B (WEIGHT 0.30/0.27gms)",SWAGELOK LIMITED,25,30,PRESS RING,26/02/2021,
58767/1.01,MILLING,MP/MAC4/CONV-STD-01,BEARING HOUSING CONV-STD-01 REV A,MACDUFF SHIPYARDS LTD,0.5,40,MILL,26/02/2021,
58767/1.01,MILLING,MP/MAC4/CONV-STD-01,BEARING HOUSING CONV-STD-01 REV A,MACDUFF SHIPYARDS LTD,0.5,50,MILL,26/02/2021,
58767/1.01,MILLING,MP/MAC4/CONV-STD-01,BEARING HOUSING CONV-STD-01 REV A,MACDUFF SHIPYARDS LTD,1,60,MILL,26/02/2021,
58767/1.01,MILLING,MP/MAC4/CONV-STD-01,BEARING HOUSING CONV-STD-01 REV A,MACDUFF SHIPYARDS LTD,1,70,MILL,26/02/2021,
58767/1.01,MILLING,MP/MAC4/CONV-STD-01,BEARING HOUSING CONV-STD-01 REV A,MACDUFF SHIPYARDS LTD,2.83,20,MILL,26/02/2021,
58767/1.01,MILLING,MP/MAC4/CONV-STD-01,BEARING HOUSING CONV-STD-01 REV A,MACDUFF SHIPYARDS LTD,0.5,30,MILL,26/02/2021,
58767/1.01,MANUAL MACHINING,MP/MAC4/CONV-STD-01,BEARING HOUSING CONV-STD-01 REV A,MACDUFF SHIPYARDS LTD,0.5,80,MANUAL MACHINING (VARIOUS),26/02/2021,
58777/1.01,MILLING,MP/SOI1/AC4789,"SPACER TMS SLIPRING, AC4789 iss 0",SOIL MACHINE DYNAMICS LIMITED,0.83,40,MILL,26/02/2021,
58777/1.01,TURNING,MP/SOI1/AC4789,"SPACER TMS SLIPRING, AC4789 iss 0",SOIL MACHINE DYNAMICS LIMITED,0.88,20,TURN,26/02/2021,
58777/1.01,TURNING,MP/SOI1/AC4789,"SPACER TMS SLIPRING, AC4789 iss 0",SOIL MACHINE DYNAMICS LIMITED,0.07,30,TURN,26/02/2021,
58777/2.01,MANUAL MACHINING,MP/SOI1/AB6156,"AB6156 iss 2,  BEARING TMS DRUM (SPLIT) ",SOIL MACHINE DYNAMICS LIMITED,0.17,40,SPLIT,26/02/2021,
58777/2.01,TURNING,MP/SOI1/AB6156,"AB6156 iss 2,  BEARING TMS DRUM (SPLIT) ",SOIL MACHINE DYNAMICS LIMITED,1.33,20,TURN,26/02/2021,
58777/2.01,MILLING,MP/SOI1/AB6156,"AB6156 iss 2,  BEARING TMS DRUM (SPLIT) ",SOIL MACHINE DYNAMICS LIMITED,1.33,30,MILL ,26/02/2021,
58777/3.01,MILLING,MP/SOI1/AH2216,"BRACKET POD, AH2216 REV 0",SOIL MACHINE DYNAMICS LIMITED,0.17,50,MILL,26/02/2021,
58777/3.01,CNC ROUTERS,MP/SOI1/AH2216,"BRACKET POD, AH2216 REV 0",SOIL MACHINE DYNAMICS LIMITED,1.25,20,CNC ROUTER,26/02/2021,
58777/3.01,MILLING,MP/SOI1/AH2216,"BRACKET POD, AH2216 REV 0",SOIL MACHINE DYNAMICS LIMITED,0.92,40,MILL,26/02/2021,
58777/3.01,MANUAL MACHINING,MP/SOI1/AH2216,"BRACKET POD, AH2216 REV 0",SOIL MACHINE DYNAMICS LIMITED,0.42,30,MANUAL ROUTER,26/02/2021,
58777/4.01,CNC ROUTERS,MP/SOI1/AA6154,PLATE TMS DOCKING HEAD INTERFACE  AA6154  iss 3,SOIL MACHINE DYNAMICS LIMITED,1.92,20,CNC ROUTER,26/02/2021,
58777/4.01,MANUAL MACHINING,MP/SOI1/AA6154,PLATE TMS DOCKING HEAD INTERFACE  AA6154  iss 3,SOIL MACHINE DYNAMICS LIMITED,0.33,30,FINISH,26/02/2021,
58789/1.01,MILLING,MP/DIV1/SRV1031022133S1,"SRV1031022133S1 REV R00   FABRICATION, CLAMP, TOP HALF (ACETAL, BLACK)",JFD LIMITED,1.67,20,MILL,26/02/2021,
58789/2.01,MILLING,MP/DIV1/SRV1031022134S1,"SRV1031022134S1 REV R00   FABRICATION, CLAMP, BOTTOM HALF (ACETAL, BLACK)",JFD LIMITED,1.67,20,MILL,26/02/2021,
58789/3.01,MILLING,MP/DIV1/SRV1031022137S1,"SRV1031022137S1 REV R00   FABRICATION, CLAMP, TOP HALF (ACETAL, BLACK)",JFD LIMITED,2,20,MILL,26/02/2021,
58789/4.01,MILLING,MP/DIV1/SRV1031022138S1,"SRV1031022138S1 REV R00   FABRICATION, CLAMP, BOTTOM HALF (ACETAL, BLACK)",JFD LIMITED,2,20,MILL,26/02/2021,
58789/5.01,MILLING,MP/DIV1/SRV1031122266S1,"SRV1031122266S1 REV R00   FABRICATION, BASE, CLAMP, MOTORT (ACETAL, BLACK)",JFD LIMITED,2.5,20,MILL,26/02/2021,
58789/6.01,MILLING,MP/DIV1/SRV1031122267S1,"SRV1031122267S1 REV R00   FABRICATION, TOP, CLAMP, MOTOR (ACETAL, BLACK)",JFD LIMITED,2,20,MILL,26/02/2021,
58789/7.01,MILLING,MP/DIV1/SRV1031122268S1,"SRV1031122268S1 REV R00   FABRICATION, CLAMP, COMPENSATOR (ACETAL, BLACK)",JFD LIMITED,4,20,MILL,26/02/2021,
58802/1.01,MILLING,MP/ALE2/RQ-ICD-00690,RQ-ICD-00690 REV 02   TORQUE TOOL VALVE PACK MOUNTING PLATE (ACETAL - BLACK),ALERON SUBSEA LIMITED,6.5,20,MILL,26/02/2021,
58809/1.01,TURNING,MP/GEO6/2-2-09-15531101,2-2-09-15531101 Iss 01   1-11/16 BOND PLATFORM ROUND BUMPER,SONDEX WIRELINE LTD,1,20,TURN,26/02/2021,
58809/2.01,MILLING,MP/GEO6/420473,DD-420473 REV A   RING ANTI-EXTRUSION 007 (ISO 3601-4:2008 'T2',SONDEX WIRELINE LTD,0.6,50,DE-BURR,26/02/2021,
58809/2.01,MILLING,MP/GEO6/420473,DD-420473 REV A   RING ANTI-EXTRUSION 007 (ISO 3601-4:2008 'T2',SONDEX WIRELINE LTD,1,30,MANUFACTURE OF JIG OR FIXTURE,26/02/2021,
58809/2.01,MILLING,MP/GEO6/420473,DD-420473 REV A   RING ANTI-EXTRUSION 007 (ISO 3601-4:2008 'T2',SONDEX WIRELINE LTD,1.5,40,MILL,26/02/2021,
58809/2.01,TURNING,MP/GEO6/420473,DD-420473 REV A   RING ANTI-EXTRUSION 007 (ISO 3601-4:2008 'T2',SONDEX WIRELINE LTD,1.45,20,TURN,26/02/2021,
58758/1.01,PRESS/SEALING,GR/KEN1/P900973,"GRAPHITE RING, 23.30mm x 20.95mm x 2.15mm, DENSITY 1.6g/cc  P900973 REV B (WEIGHT 0.30/0.27gms)",SWAGELOK LIMITED,8.33,40,FINISH,01/03/2021,
58806/1.01,PRESS/SEALING,GR/CLY6/00010400,PACKING SET 80 x 60 x 10mm C/H DENSITY 1.6g/cc (3/SET),CLYDE BERGEMANN LTD,4.16,20,PRESS/SEALING,01/03/2021,
58811/1.01,MILLING,MP/QED1/21-008-010,21-008-010 REV B  END PLATE SEAL (BLACK CAST NYLON6),QED SALES LIMITED,1.75,20,MILL,01/03/2021,
58811/2.01,TURNING,MP/QED1/21-008-012,21-008-012 REV B BLASTER PLATE WHEEL (BLACK CASK NYLON6),QED SALES LIMITED,1.93,20,TURN,01/03/2021,
58811/3.01,TURNING,MP/QED1/21-008-014,21-008-014 REV B END PLATE WASHER (BLACK CAST NYLON6),QED SALES LIMITED,1.2,20,TURN,01/03/2021,
58824/1.01,MILLING,MP/CBF1/90071300,"BELT COUPLING, TO DRG 90071300 ISS 8",C.B. FROST,0.44,40,MILL,01/03/2021,
58824/1.01,MILLING,MP/CBF1/90071300,"BELT COUPLING, TO DRG 90071300 ISS 8",C.B. FROST,1.44,20,MILL,01/03/2021,
58824/1.01,MILLING,MP/CBF1/90071300,"BELT COUPLING, TO DRG 90071300 ISS 8",C.B. FROST,0.08,30,MILL,01/03/2021,
58573/1.01,TURNING,MP/SOI1/VE3236,"MAIN BODY VENOM RESERVOIR, VE3236 iss C",SOIL MACHINE DYNAMICS LIMITED,21,20,TURN,02/03/2021,
58758/1.01,PRESS/SEALING,GR/KEN1/P900973,"GRAPHITE RING, 23.30mm x 20.95mm x 2.15mm, DENSITY 1.6g/cc  P900973 REV B (WEIGHT 0.30/0.27gms)",SWAGELOK LIMITED,4.17,50,PACKING/BOX,02/03/2021,
58783/3.01,TURNING,MP/CRE1/CRE-MC3301-MDT,CRE-MC3301-MDT REV 04   SIZE 'A' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,20.63,40,TURN,02/03/2021,
58790/2.01,TURNING,MP/STE3/B02030180/69211542,B02030180   69211542 Iss D   END CAP - PEEK,STEATITE LIMITED,2.33,20,TURN,02/03/2021,
58818/1.01,CNC ROUTERS,MP/QED1/18-PT-114,"SLIPRING BASE (12mm THICK SRBF) PT1101, DRG 18-PT-114 REV E",QED SALES LIMITED,5,20,CNC ROUTER,02/03/2021,
58818/1.01,MANUAL MACHINING,MP/QED1/18-PT-114,"SLIPRING BASE (12mm THICK SRBF) PT1101, DRG 18-PT-114 REV E",QED SALES LIMITED,1.5,30,TAP,02/03/2021,
58573/1.01,MILLING,MP/SOI1/VE3236,"MAIN BODY VENOM RESERVOIR, VE3236 iss C",SOIL MACHINE DYNAMICS LIMITED,11,30,MILL,03/03/2021,
58695/1.01,TURNING,MP/PER1/2441-DET,COMPENSATOR BODY 13.5 Lt   2441-DET Rev 4  (Black),FORUM ENERGY TECHNOLOGIES (UK) LTD,7.5,20,TURN,03/03/2021,
58775/1.01,CNC ROUTERS,MP/SOI1/AF2722,COVER UMB TERM. AF2722 iss 0,SOIL MACHINE DYNAMICS LIMITED,2.25,20,CNC ROUTER,03/03/2021,
58775/1.01,MANUAL MACHINING,MP/SOI1/AF2722,COVER UMB TERM. AF2722 iss 0,SOIL MACHINE DYNAMICS LIMITED,0.5,30,FINISH,03/03/2021,
58790/2.01,MILLING,MP/STE3/B02030180/69211542,B02030180   69211542 Iss D   END CAP - PEEK,STEATITE LIMITED,2.75,30,MILL,03/03/2021,
58790/2.01,MILLING,MP/STE3/B02030180/69211542,B02030180   69211542 Iss D   END CAP - PEEK,STEATITE LIMITED,2.08,40,MILL,03/03/2021,
58790/3.01,MILLING,MP/STE3/B02030415/69215894,CONNECTOR SUPPORT  B02030415  69215894  Iss D,STEATITE LIMITED,0.4,40,MILL,03/03/2021,
58790/3.01,MILLING,MP/STE3/B02030415/69215894,CONNECTOR SUPPORT  B02030415  69215894  Iss D,STEATITE LIMITED,1.3,30,MILL,03/03/2021,
58790/3.01,TURNING,MP/STE3/B02030415/69215894,CONNECTOR SUPPORT  B02030415  69215894  Iss D,STEATITE LIMITED,1.3,20,TURN,03/03/2021,
58790/4.01,MILLING,MP/STE3/B21011831/6924261,B21011831   6924261 Iss A   DIODE SPACER INLINE - D SIZE (NYLON 66)  ,STEATITE LIMITED,0.83,30,MILL,03/03/2021,
58790/4.01,TURNING,MP/STE3/B21011831/6924261,B21011831   6924261 Iss A   DIODE SPACER INLINE - D SIZE (NYLON 66)  ,STEATITE LIMITED,0.67,20,TURN,03/03/2021,
58799/1.01,TURNING,MP/CRE1/CRE-IC1028-MDT,CRE-IC1028-MDT Rev C   SIZE 'A' HYBRID INSERT FEMALE 2 WAY (EPOXY),C R ENCAPSULATION LIMITED,1.75,20,TURN,03/03/2021,
58799/1.01,MILLING,MP/CRE1/CRE-IC1028-MDT,CRE-IC1028-MDT Rev C   SIZE 'A' HYBRID INSERT FEMALE 2 WAY (EPOXY),C R ENCAPSULATION LIMITED,1.5,30,MILL,03/03/2021,
58695/1.01,TURNING,MP/PER1/2441-DET,COMPENSATOR BODY 13.5 Lt   2441-DET Rev 4  (Black),FORUM ENERGY TECHNOLOGIES (UK) LTD,6.67,40,TURN,04/03/2021,
58695/1.01,TURNING,MP/PER1/2441-DET,COMPENSATOR BODY 13.5 Lt   2441-DET Rev 4  (Black),FORUM ENERGY TECHNOLOGIES (UK) LTD,6.67,30,TURN,04/03/2021,
58743/1.01,MILLING,MP/OCE1/0297133,"0297133 REV B   COG WHEEL PG2-28, MODIFIED",OCEANEERING INTERNATIONAL SERVICES LTD,1.25,20,MILL,04/03/2021,
58780/1.01,TURNING,MP/GEO6/43029,"INSULATOR LOWER MBH, DRG DD-43029 REV B",SONDEX WIRELINE LTD,0.19,30,TURN,04/03/2021,
58780/1.01,TURNING,MP/GEO6/43029,"INSULATOR LOWER MBH, DRG DD-43029 REV B",SONDEX WIRELINE LTD,1.5,20,TURN,04/03/2021,
58780/1.01,TURNING,MP/GEO6/43029,"INSULATOR LOWER MBH, DRG DD-43029 REV B",SONDEX WIRELINE LTD,0.75,40,MANUFACTURE OF JIG OR FIXTURE,04/03/2021,
58794/1.01,TURNING,MP/GEO1/23-71-039,23-71-039 REV A   BOBBIN SOLENOID (PEEK 450G),GEOLINK (UK) LTD,1.33,20,TURN,04/03/2021,
58794/1.01,MILLING,MP/GEO1/23-71-039,23-71-039 REV A   BOBBIN SOLENOID (PEEK 450G),GEOLINK (UK) LTD,0.75,30,MANUFACTURE OF JIG OR FIXTURE,04/03/2021,
58794/1.01,MILLING,MP/GEO1/23-71-039,23-71-039 REV A   BOBBIN SOLENOID (PEEK 450G),GEOLINK (UK) LTD,1.92,40,MILL,04/03/2021,
58795/1.01,TURNING,MP/DIV1/SY104604S1,"SY104604S1 REV R01   BUSH, BODY, QUICK CLAMP (ACETAL COPOLYMER, BLACK)",JFD LIMITED,0.86,20,TURN,04/03/2021,
58795/2.01,MILLING,MP/DIV1/SY104613,"SY104613 Rev 01   SEAT, SPRING, SWITCHED BATTERY HOUSING ",JFD LIMITED,1.08,20,MILL,04/03/2021,
58795/2.01,MILLING,MP/DIV1/SY104613,"SY104613 Rev 01   SEAT, SPRING, SWITCHED BATTERY HOUSING ",JFD LIMITED,0.05,30,MILL,04/03/2021,
58795/3.01,MILLING,MP/DIV1/CSTF1002005S1/1000/401,CSTF1002005S1 Rev R0 / 1000/401 ISS B   TUBE,JFD LIMITED,1.1,30,MILL,04/03/2021,
